"","record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight"
"195",195,9,12,1977,4,"DS","M",50,NA
"196",196,9,12,1977,7,"PF","F",15,7
"197",197,9,12,1977,14,"DM","M",37,51
"198",198,9,12,1977,4,"DM","M",35,39
"199",199,9,12,1977,11,"DM","M",36,29
"200",200,9,12,1977,17,"DS","F",52,NA
"201",201,9,12,1977,10,"DS","M",47,NA
"202",202,9,12,1977,17,"DM","F",32,48
"203",203,9,12,1977,11,"DM","M",38,46
"204",204,9,12,1977,16,"DM","F",37,41
"205",205,9,12,1977,16,"DS","M",50,NA
"206",206,9,12,1977,23,"DS","F",52,NA
"207",207,9,12,1977,16,"DS","F",53,NA
"208",208,9,12,1977,14,"DM","M",37,45
"209",209,9,12,1977,17,"DM","F",35,42
"210",210,9,12,1977,11,"DM","F",36,53
"211",211,9,12,1977,4,"DS","F",48,NA
"212",212,9,12,1977,16,"PF","",NA,NA
"213",213,9,12,1977,14,"DM","F",35,49
"214",214,9,12,1977,17,"NL","",NA,NA
"215",215,9,12,1977,14,"DM","F",36,46
"216",216,9,12,1977,4,"PF","F",13,9
"217",217,9,13,1977,3,"PP","F",19,15
"218",218,9,13,1977,1,"PF","M",13,4
"219",219,9,13,1977,13,"DM","M",36,48
"220",220,9,13,1977,2,"DS","M",52,NA
"221",221,9,13,1977,3,"DM","",NA,NA
"222",222,9,13,1977,1,"DS","M",52,NA
"223",223,9,13,1977,8,"DS","F",50,NA
"224",224,9,13,1977,2,"NL","",NA,NA
"225",225,9,13,1977,15,"DM","",NA,NA
"226",226,9,13,1977,2,"DM","M",37,51
"227",227,9,13,1977,15,"DM","",NA,NA
"228",228,9,13,1977,9,"DM","M",38,50
"229",229,9,13,1977,13,"DM","M",35,44
"230",230,9,13,1977,15,"DM","",NA,NA
"231",231,9,13,1977,15,"DS","",NA,NA
"232",232,9,13,1977,9,"DS","M",48,NA
"233",233,9,13,1977,2,"DM","M",25,44
"234",234,9,13,1977,9,"DM","M",35,45
"235",235,9,13,1977,13,"DM","F",37,45
"236",236,9,13,1977,9,"DS","F",47,NA
"237",237,9,13,1977,9,"DS","F",50,NA
"238",238,9,13,1977,2,"PE","M",20,19
"239",239,9,13,1977,1,"DS","M",48,NA
"240",240,9,13,1977,9,"DS","F",53,NA
"241",241,9,13,1977,3,"DS","",NA,NA
"242",242,9,13,1977,2,"OX","M",19,22
"243",243,10,16,1977,6,"DM","F",38,44
"244",244,10,16,1977,22,"DM","F",36,42
"245",245,10,16,1977,2,"DM","M",37,39
"246",246,10,16,1977,13,"DM","M",37,47
"247",247,10,16,1977,2,"DS","M",54,NA
"248",248,10,16,1977,22,"OT","M",NA,21
"249",249,10,16,1977,13,"DM","M",36,42
"250",250,10,16,1977,18,"DS","F",51,NA
"251",251,10,16,1977,2,"DM","M",36,49
"252",252,10,16,1977,6,"DS","F",53,NA
"253",253,10,16,1977,20,"DM","M",38,39
"254",254,10,16,1977,20,"DM","F",36,43
"255",255,10,16,1977,18,"DM","M",35,50
"256",256,10,16,1977,6,"DM","M",36,41
"257",257,10,16,1977,2,"DM","M",37,47
"258",258,10,16,1977,18,"DM","F",36,37
"259",259,10,16,1977,2,"DM","M",36,41
"260",260,10,16,1977,22,"DM","F",36,36
"261",261,10,16,1977,6,"DM","M",36,45
"262",262,10,16,1977,20,"PE","M",19,20
"263",263,10,16,1977,1,"DM","M",37,40
"264",264,10,16,1977,9,"DS","F",49,NA
"265",265,10,16,1977,9,"DM","M",38,49
"266",266,10,16,1977,2,"NL","",NA,NA
"267",267,10,16,1977,22,"DS","F",46,NA
"268",268,10,16,1977,2,"DM","F",36,55
"269",269,10,16,1977,6,"DM","M",37,46
"270",270,10,16,1977,1,"DM","F",36,38
"271",271,10,16,1977,9,"DS","F",50,NA
"272",272,10,16,1977,18,"NL","",NA,NA
"273",273,10,16,1977,9,"DM","M",37,44
"274",274,10,16,1977,2,"OL","F",20,21
"275",275,10,16,1977,20,"DM","M",37,41
"276",276,10,16,1977,1,"DS","F",50,NA
"277",277,10,16,1977,6,"OL","",20,21
"278",278,10,16,1977,9,"DS","M",50,NA
"279",279,10,16,1977,2,"PE","F",19,NA
"280",280,10,16,1977,18,"DM","M",37,46
"281",281,10,16,1977,20,"NL","",NA,NA
"282",282,10,16,1977,22,"NL","",NA,NA
"283",283,10,16,1977,6,"DM","M",34,36
"284",284,10,16,1977,13,"DM","M",37,44
"285",285,10,16,1977,1,"DM","M",36,53
"286",286,10,16,1977,20,"DS","M",50,NA
"287",287,10,17,1977,17,"DM","M",38,41
"288",288,10,17,1977,17,"DM","M",37,48
"289",289,10,17,1977,14,"DM","M",38,47
"290",290,10,17,1977,17,"DM","F",33,NA
"291",291,10,17,1977,11,"DS","F",47,NA
"292",292,10,17,1977,3,"DO","F",36,33
"293",293,10,17,1977,4,"DM","F",36,42
"294",294,10,17,1977,3,"DO","F",37,50
"295",295,10,17,1977,11,"DM","M",36,41
"296",296,10,17,1977,17,"OT","",18,21
"297",297,10,17,1977,11,"NL","",NA,NA
"298",298,10,17,1977,19,"DM","M",36,49
"299",299,10,17,1977,17,"OT","M",19,NA
"300",300,10,17,1977,14,"DS","F",NA,NA
"301",301,10,17,1977,17,"DS","F",48,NA
"302",302,10,17,1977,19,"DM","F",36,44
"303",303,10,17,1977,3,"DM","M",36,31
"304",304,10,17,1977,21,"DM","M",37,40
"305",305,10,17,1977,14,"DM","F",35,40
"306",306,10,17,1977,16,"DM","M",33,23
"307",307,10,17,1977,19,"DM","M",36,42
"308",308,10,17,1977,4,"DS","F",48,NA
"309",309,10,17,1977,17,"DS","M",49,NA
"310",310,10,17,1977,11,"DS","",NA,NA
"311",311,10,17,1977,19,"RM","M",18,13
"312",312,10,17,1977,11,"DM","F",36,42
"313",313,10,17,1977,19,"DM","M",35,31
"314",314,10,17,1977,14,"NL","",NA,NA
"315",315,10,17,1977,3,"DM","M",36,39
"316",316,10,17,1977,15,"DM","M",37,48
"317",317,10,17,1977,17,"DO","F",32,48
"318",318,10,17,1977,17,"DM","M",33,29
"319",319,10,17,1977,14,"DM","M",36,45
"320",320,10,17,1977,17,"DM","F",35,39
"321",321,10,17,1977,17,"OL","F",NA,23
"322",322,10,17,1977,4,"DS","F",47,NA
"323",323,10,17,1977,17,"DO","F",33,31
"324",324,10,17,1977,7,"","",NA,NA
"325",325,10,17,1977,10,"","",NA,NA
"326",326,10,17,1977,23,"","",NA,NA
"327",327,10,18,1977,8,"DS","F",50,NA
"328",328,10,18,1977,16,"DM","F",NA,43
"329",329,10,18,1977,5,"DS","F",47,NA
"330",330,10,18,1977,5,"DM","M",37,43
"331",331,10,18,1977,12,"DS","F",50,NA
"332",332,10,18,1977,12,"PF","M",16,8
"333",333,10,18,1977,19,"OX","",NA,NA
"334",334,10,18,1977,5,"DM","F",37,45
"335",335,10,18,1977,5,"DS","M",52,NA
"336",336,10,18,1977,12,"DM","M",36,40
"337",337,10,18,1977,8,"DO","F",35,41
"338",338,10,18,1977,12,"DM","M",37,41
"339",339,10,18,1977,8,"DS","F",49,NA
"340",340,10,18,1977,12,"DM","F",36,39
"341",341,10,18,1977,5,"DS","M",50,NA
"342",342,10,18,1977,16,"DM","M",34,25
"343",343,10,18,1977,21,"PF","",NA,NA
"344",344,10,18,1977,3,"NL","",NA,NA
"345",345,11,12,1977,22,"DM","F",34,45
"346",346,11,12,1977,2,"DM","F",37,36
"347",347,11,12,1977,6,"DM","F",38,40
"348",348,11,12,1977,13,"DM","M",36,44
"349",349,11,12,1977,2,"NL","",NA,NA
"350",350,11,12,1977,2,"DM","M",37,47
"351",351,11,12,1977,22,"OL","",NA,NA
"352",352,11,12,1977,1,"DM","M",36,40
"353",353,11,12,1977,18,"NL","",NA,NA
"354",354,11,12,1977,2,"DM","M",38,44
"355",355,11,12,1977,2,"OT","",NA,NA
"356",356,11,12,1977,1,"DO","F",32,44
"357",357,11,12,1977,9,"DS","F",50,117
"358",358,11,12,1977,13,"PF","F",16,7
"359",359,11,12,1977,18,"DM","M",36,40
"360",360,11,12,1977,20,"DM","F",35,39
"361",361,11,12,1977,2,"DM","F",36,40
"362",362,11,12,1977,1,"DS","F",51,121
"363",363,11,12,1977,2,"NL","",NA,NA
"364",364,11,12,1977,9,"DM","M",37,46
"365",365,11,12,1977,1,"DM","F",38,35
"366",366,11,12,1977,2,"OL","",NA,NA
"367",367,11,12,1977,20,"DS","M",51,115
"368",368,11,12,1977,9,"PF","F",16,7
"369",369,11,12,1977,20,"DM","F",36,39
"370",370,11,12,1977,9,"DM","M",35,40
"371",371,11,12,1977,13,"DM","M",36,40
"372",372,11,12,1977,22,"DM","F",36,35
"373",373,11,12,1977,6,"DM","M",34,36
"374",374,11,12,1977,18,"DM","M",37,44
"375",375,11,12,1977,9,"PF","F",15,6
"376",376,11,12,1977,1,"PF","F",15,7
"377",377,11,12,1977,9,"DS","F",48,120
"378",378,11,12,1977,1,"DO","M",33,48
"379",379,11,13,1977,14,"DM","M",36,44
"380",380,11,13,1977,17,"DM","F",33,38
"381",381,11,13,1977,17,"DS","F",48,118
"382",382,11,13,1977,17,"DM","M",37,40
"383",383,11,13,1977,11,"DS","F",52,126
"384",384,11,13,1977,11,"DM","M",36,37
"385",385,11,13,1977,17,"DS","M",50,132
"386",386,11,13,1977,21,"OL","",NA,NA
"387",387,11,13,1977,21,"OL","",NA,NA
"388",388,11,13,1977,11,"DM","F",36,39
"389",389,11,13,1977,14,"DS","F",NA,113
"390",390,11,13,1977,11,"NL","",NA,NA
"391",391,11,13,1977,11,"PF","M",15,7
"392",392,11,13,1977,11,"DS","F",53,122
"393",393,11,13,1977,14,"NL","",NA,NA
"394",394,11,13,1977,4,"DS","F",48,107
"395",395,11,13,1977,14,"DM","M",36,43
"396",396,11,13,1977,14,"DM","F",36,40
"397",397,11,13,1977,17,"RM","F",16,7
"398",398,11,13,1977,4,"DS","F",50,115
"399",399,11,13,1977,17,"DM","F",36,39
"400",400,11,13,1977,21,"OL","",NA,NA
"401",401,11,13,1977,3,"","",NA,NA
"402",402,11,13,1977,15,"","",NA,NA
"403",403,11,13,1977,19,"","",NA,NA
"404",404,11,14,1977,12,"DM","M",37,40
"405",405,11,14,1977,12,"DS","",NA,NA
"406",406,11,14,1977,12,"NL","",NA,NA
"407",407,11,14,1977,5,"DS","F",50,116
"408",408,11,14,1977,8,"PF","F",9,6
"409",409,11,14,1977,12,"DM","F",36,38
"410",410,11,14,1977,5,"DS","M",53,137
"411",411,11,14,1977,5,"DM","M",36,42
"412",412,11,14,1977,5,"DS","M",52,126
"413",413,11,14,1977,8,"DS","F",49,112
"414",414,11,14,1977,8,"DO","F",34,39
"415",415,11,14,1977,5,"DM","F",36,41
"416",416,11,14,1977,7,"","",NA,NA
"417",417,11,14,1977,10,"","",NA,NA
"418",418,11,14,1977,16,"","",NA,NA
"419",419,11,14,1977,23,"","",NA,NA
"420",420,12,10,1977,13,"DM","F",38,48
"421",421,12,10,1977,9,"DS","F",51,121
"422",422,12,10,1977,2,"DM","F",37,42
"423",423,12,10,1977,13,"DM","M",36,42
"424",424,12,10,1977,2,"DM","M",37,52
"425",425,12,10,1977,20,"DM","F",36,38
"426",426,12,10,1977,22,"DM","M",36,45
"427",427,12,10,1977,2,"DM","F",37,37
"428",428,12,10,1977,9,"DO","F",33,40
"429",429,12,10,1977,1,"DM","M",NA,38
"430",430,12,10,1977,9,"PF","F",15,7
"431",431,12,10,1977,2,"OT","",NA,NA
"432",432,12,10,1977,2,"PF","",NA,NA
"433",433,12,10,1977,9,"DM","M",38,44
"434",434,12,10,1977,13,"PF","F",16,7
"435",435,12,10,1977,2,"NL","",NA,NA
"436",436,12,10,1977,18,"DM","F",37,33
"437",437,12,10,1977,18,"DM","F",37,38
"438",438,12,10,1977,2,"DM","M",36,47
"439",439,12,10,1977,20,"DM","F",36,39
"440",440,12,10,1977,1,"PF","F",16,7
"441",441,12,10,1977,2,"OL","",NA,NA
"442",442,12,10,1977,9,"OT","",NA,NA
"443",443,12,10,1977,13,"DM","M",35,42
"444",444,12,10,1977,6,"DM","M",38,36
"445",445,12,10,1977,9,"OL","",NA,NA
"446",446,12,10,1977,2,"OT","",NA,NA
"447",447,12,10,1977,18,"DM","M",37,44
"448",448,12,10,1977,20,"DS","M",51,116
"449",449,12,10,1977,2,"DM","M",35,43
"450",450,12,10,1977,1,"DO","M",33,45
"451",451,12,10,1977,9,"DS","F",51,116
"452",452,12,10,1977,2,"OT","",NA,NA
"453",453,12,10,1977,9,"DM","M",36,42
"454",454,12,10,1977,1,"DM","F",36,38
"455",455,12,10,1977,7,"","",NA,NA
"456",456,12,10,1977,10,"","",NA,NA
"457",457,12,10,1977,16,"","",NA,NA
"458",458,12,10,1977,19,"","",NA,NA
"459",459,12,10,1977,23,"","",NA,NA
"460",460,12,11,1977,12,"DS","F",NA,114
"461",461,12,11,1977,14,"DM","M",36,41
"462",462,12,11,1977,17,"DM","M",36,40
"463",463,12,11,1977,4,"DS","M",49,134
"464",464,12,11,1977,5,"DS","M",49,139
"465",465,12,11,1977,5,"NL","",NA,NA
"466",466,12,11,1977,4,"DS","F",51,118
"467",467,12,11,1977,8,"DO","F",32,41
"468",468,12,11,1977,11,"DM","M",35,37
"469",469,12,11,1977,12,"NL","",NA,NA
"470",470,12,11,1977,4,"PF","M",15,6
"471",471,12,11,1977,5,"OT","",NA,NA
"472",472,12,11,1977,11,"DS","F",49,127
"473",473,12,11,1977,21,"OT","",NA,NA
"474",474,12,11,1977,8,"PF","F",15,6
"475",475,12,11,1977,11,"NL","",NA,NA
"476",476,12,11,1977,8,"DS","F",NA,120
"477",477,12,11,1977,17,"DS","F",47,115
"478",478,12,11,1977,3,"OT","",NA,NA
"479",479,12,11,1977,14,"DM","F",36,40
"480",480,12,11,1977,14,"DS","F",47,114
"481",481,12,11,1977,17,"DM","F",35,37
"482",482,12,11,1977,17,"DM","M",37,46
"483",483,12,11,1977,8,"DS","M",49,149
"484",484,12,11,1977,11,"DM","F",37,38
"485",485,12,11,1977,11,"DS","M",52,127
"486",486,12,11,1977,14,"NL","",NA,NA
"487",487,12,11,1977,12,"DM","F",38,36
"488",488,12,11,1977,12,"DM","M",37,41
"489",489,12,11,1977,11,"OT","",NA,NA
"490",490,12,11,1977,14,"DM","M",37,44
"491",491,12,11,1977,11,"DS","M",48,138
"492",492,12,11,1977,12,"DS","M",49,110
"493",493,12,11,1977,4,"DS","F",49,110
"494",494,12,11,1977,4,"OT","",NA,NA
"495",495,12,11,1977,17,"NL","",NA,NA
"496",496,12,11,1977,17,"DM","F",36,37
"497",497,12,11,1977,5,"OT","",NA,NA
"498",498,12,11,1977,3,"PF","M",16,7
"499",499,12,11,1977,11,"DS","F",51,121
"500",500,12,11,1977,21,"OT","",NA,NA
"501",501,12,11,1977,21,"OT","",NA,NA
"502",502,12,11,1977,5,"DM","F",36,43
"503",503,12,11,1977,15,"","",NA,NA
"504",504,1,8,1978,3,"OL","",NA,NA
"505",505,1,8,1978,13,"DM","M",36,43
"506",506,1,8,1978,2,"NL","",NA,NA
"507",507,1,8,1978,2,"DM","M",35,44
"508",508,1,8,1978,20,"DM","F",36,36
"509",509,1,8,1978,3,"NL","",NA,NA
"510",510,1,8,1978,13,"PF","F",16,8
"511",511,1,8,1978,2,"DM","M",36,38
"512",512,1,8,1978,9,"DS","F",48,122
"513",513,1,8,1978,2,"OL","",NA,NA
"514",514,1,8,1978,9,"PF","M",16,7
"515",515,1,8,1978,9,"DO","F",NA,42
"516",516,1,8,1978,9,"DM","M",38,46
"517",517,1,8,1978,2,"PE","M",26,22
"518",518,1,8,1978,2,"DM","M",36,38
"519",519,1,8,1978,2,"DM","M",38,48
"520",520,1,8,1978,3,"PF","M",15,7
"521",521,1,8,1978,2,"DM","M",36,43
"522",522,1,8,1978,2,"DM","F",37,35
"523",523,1,8,1978,2,"DM","M",36,43
"524",524,1,8,1978,20,"DM","",NA,NA
"525",525,1,8,1978,6,"DM","M",34,36
"526",526,1,8,1978,9,"DS","F",51,117
"527",527,1,8,1978,2,"DM","F",37,37
"528",528,1,8,1978,20,"DS","M",51,122
"529",529,1,8,1978,9,"DM","M",36,43
"530",530,1,8,1978,13,"DM","M",37,42
"531",531,1,8,1978,20,"NL","",NA,NA
"532",532,1,8,1978,2,"PF","F",NA,7
"533",533,1,8,1978,2,"DM","M",NA,45
"534",534,1,8,1978,2,"OT","",NA,NA
"535",535,1,8,1978,7,"","",NA,NA
"536",536,1,8,1978,22,"","",NA,NA
"537",537,1,9,1978,14,"OT","",NA,NA
"538",538,1,9,1978,17,"DM","M",36,40
"539",539,1,9,1978,17,"DM","F",34,37
"540",540,1,9,1978,17,"DS","F",47,117
"541",541,1,9,1978,11,"DM","M",36,40
"542",542,1,9,1978,1,"DM","M",36,40
"543",543,1,9,1978,4,"DS","M",49,132
"544",544,1,9,1978,14,"OL","",NA,NA
"545",545,1,9,1978,1,"DM","F",38,36
"546",546,1,9,1978,11,"NL","",NA,NA
"547",547,1,9,1978,8,"OT","",NA,NA
"548",548,1,9,1978,8,"DS","M",53,150
"549",549,1,9,1978,11,"DM","M",38,44
"550",550,1,9,1978,14,"DM","F",36,40
"551",551,1,9,1978,4,"DS","F",50,126
"552",552,1,9,1978,11,"DS","F",51,122
"553",553,1,9,1978,8,"DS","F",50,136
"554",554,1,9,1978,14,"NL","",NA,NA
"555",555,1,9,1978,14,"DS","F",48,116
"556",556,1,9,1978,17,"DM","F",36,38
"557",557,1,9,1978,11,"DM","F",37,39
"558",558,1,9,1978,1,"DS","F",49,135
"559",559,1,9,1978,14,"DM","M",36,46
"560",560,1,9,1978,17,"DS","M",50,133
"561",561,1,9,1978,11,"DS","M",53,136
"562",562,1,9,1978,19,"","",NA,NA
"563",563,1,9,1978,23,"","",NA,NA
"564",564,1,10,1978,18,"DS","F",51,141
"565",565,1,10,1978,12,"NL","",NA,NA
"566",566,1,10,1978,18,"DM","F",36,38
"567",567,1,10,1978,12,"DM","F",36,35
"568",568,1,10,1978,21,"OT","",NA,NA
"569",569,1,10,1978,5,"DS","M",NA,135
"570",570,1,10,1978,5,"OT","",NA,NA
